FID;id;kkorgnr;enhedsnavn;forvaltning;centernavn;enhedstype;ejerforhold;distrikt;koerorgnr;remedybetaler;ean;cvr;se;opusnavn;losorg;losnavn;adm_enheds_id;pnummer;telefon;mail;facebook;www;vejadresseringsnavn;vejnavn;postnummer;bynavn;husnummer;etage;doerbetegnelse;adresse;nordlig;oestlig;giskoory;giskoorx;vejkode;kommunenavn;kommunekode;postboks;skoledistrikt;socialdistrikt;politidistrikt;postdistrikt;bydelnavn;rodenr;rodenavn;lokaludvalgnr;lokaludvalgnavn;locationuuid;type;alias;primaer;hemmelige;offentlig;lokationsnr;enhedsnr;cvr_branchekode;link_kkorg;ogc_fid;wkb_geometry
kkorg_enheder_offentlig.166;198;2059;Rødkilde Børnehus;BUF;Område Brønshøj/Vanløse;Vuggestuer;Kommunal;Brønshøj-Vanløse;37212;37212;5,79801E+12;64942212;82601015;;372122120;Brønshøj/Vanløse Klynge C;750062;1003251545;33663499;37212@buf.kk.dk;;https://roedkildeboernehus-kk.aula.dk;Bellahøjvej 48;Bellahøjvej;2700;Brønshøj;48;;;Bellahøjvej 48, 2700 Brønshøj;125.067.537;556.976.474;6178002.96;720362.77;444;København;101;;Rødkilde Skole;Brønshøj-Husum-Vanløse;;Brønshøj;Brønshøj-Husum;285;Bellahøjs;9;Brønshøj-Husum ;f49de2e7-fb67-4f07-a2f0-eb34193e4d35;Aldersintegreret institution, Borgerhenvendelse, Børnehave, Daginstitution, Vuggestue;;JA;No;JA;L3773;U859;889120;https://kkorg.kk.dk/tree-unit/5ba3c71f76989e1360003be9;166;MULTIPOINT ((12.50675370059949 55.697647480448786))
kkorg_enheder_offentlig.167;891;5406;Fritidscenter Brønshøj Husum;BUF;Fagligt Center;Fritids- og ungdomsklubber;Selvejende;Brønshøj-Vanløse;35940;35940;;37765759;37765759;;5406;Fritid og Unge;1031972;1024518546;38288073;35940@buf.kk.dk;;https://fcbh.dk/;Tuxensvej 2;Tuxensvej;2700;Brønshøj;2;;;Tuxensvej 2, 2700 Brønshøj;125.025.266;557.044.421;6178745.2;720059.05;7716;København;101;;Brønshøj Skole;Brønshøj-Husum-Vanløse;;Brønshøj;Brønshøj-Husum;277;Tuxens;9;Brønshøj-Husum ;743f0d70-a011-4514-a556-c4fd4251351c;Fritidscenter, Fritidsklub, Ungdomsklub;;NEJ;No;JA;L861;U949;889160;https://kkorg.kk.dk/tree-unit/5ba3c72176989e1360003e05;167;MULTIPOINT ((12.50252656284037 55.704442126180716))
kkorg_enheder_offentlig.168;7;2532;Aktivitetscenter Østerbro Aktivitetstilbud;SUF;Sundhed og Ældre - Kbh Nord;Dagcentre mv.;Kommunal;Nord;22224;22224;5,79801E+12;64942212;16480703;Aktivitetscenter Østerbro Aktivitet;222245078;Nord 1;878483;1025773345;35303330;;;;Helsingborggade 16;Helsingborggade;2100;København Ø;16;;;Helsingborggade 16, 2100 København Ø;125.706.242;557.147.742;6180112.61;724276.29;2800;København;101;;Kildevældsskolen;City-Østerbro;;København Ø;Østerbro;100;Marthas;3;Østerbro;d0a17493-d9fa-45b1-bb2b-a2a5c7986690;Aktivitetstilbud;;JA;No;JA;L2082;U2300;881020;https://kkorg.kk.dk/tree-unit/5ba3c73776989e158c006cbf;168;MULTIPOINT ((12.570624220901506 55.71477418331868))
kkorg_enheder_offentlig.169;634;1745;Børnehaven Ønskeøen;BUF;Område Nørrebro/Bispebjerg;Aldersintegrerede institutioner;Selvejende;Nørrebro-Bispebjerg;35557;35557;;57179619;57179619;;355579999;Nørrebro/Bispebjerg Netværk 3;1025628;1019240823;38345184;35557@buf.kk.dk;;https://OenskeoeenHilleroedgade-kk.aula.dk;Hillerødgade 78;Hillerødgade;2200;København N;78;;;Hillerødgade 78, 2200 København N;12.527.937;556.969.635;6177994.45;721697.18;2888;København;101;;Grøndalsvængets Skole;Bispebjerg;;København N;Bispebjerg;290;Kærsangervejs;10;Bispebjerg;d9be3c73-0173-47e5-bddc-d3724d5d6d92;Børnehave, Daginstitution;;JA;No;JA;L1056;U415;889150;https://kkorg.kk.dk/tree-unit/5ba3c71776989e13ec0030f1;169;MULTIPOINT ((12.52793699847421 55.69696349405962))
kkorg_enheder_offentlig.170;760;2076;Landsbyen;BUF;Område Brønshøj/Vanløse;Aldersintegrerede institutioner;Kommunal;Brønshøj-Vanløse;37441;37441;5,79801E+12;64942212;82601015;;374414410;Brønshøj/Vanløse Klynge C;806276;1011017955;29423967;37441@buf.kk.dk;;https://landsbyen-kk.aula.dk;Mandelvej 2;Mandelvej;2400;København NV;2;;;Mandelvej 2, 2400 København NV;125.206.423;556.947.566;6177725.7;721251.46;4610;København;101;;Rødkilde Skole;Brønshøj-Husum-Vanløse;;København NV;Vanløse;281;Grøndalsvængets;8;Vanløse;61b8d800-7e00-456c-bf9c-f65f06c98461;Aldersintegreret institution, Borgerhenvendelse, Børnehave, Daginstitution, Vuggestue;;JA;No;JA;L2782;U858;889150;https://kkorg.kk.dk/tree-unit/5ba3c71f76989e1360003be3;170;MULTIPOINT ((12.520642257996375 55.69475660915704))
kkorg_enheder_offentlig.171;516;4965;KKU Amager 10;BUF;Fagligt Center;Ungdoms- og efterskoler;Kommunal;Forvaltning - område/kontor;31413;31413;5,79801E+12;64942212;82601015;;314130000;KKU;1027855;1003251016;82562602;ungdomsskolen@kk.dk;;https://amager10.aula.dk;Jemtelandsgade 3;Jemtelandsgade;2300;København S;3;;;Jemtelandsgade 3, 2300 København S;126.039.365;556.652.036;6174708.14;726654.48;3364;København;101;;Skolen på Amagerbro;Amager;;København S;Amager Øst;358;Natanaels;11;Amager Øst;89d2c231-0342-4cf2-aaf4-e7ed8c9dbebf;Borgerhenvendelse, Ungdomsskole;;JA;No;JA;L895;U567;853110;https://kkorg.kk.dk/tree-unit/5ba3c71a76989e06380004d1;171;MULTIPOINT ((12.603936487954098 55.66520367761543))
kkorg_enheder_offentlig.172;910;5218;Indre By/Østerbro Klynge C/Kongeriget ved Søerne;BUF;Område Indre By/Østerbro;Administration af sundhedsvæsen, undervisning, kultur og sociale forhold undtagen social sikring;Kommunal;Indre By-Østerbro;36221;36221;5,79801E+12;64942212;82601015;Indre By/Østerbro Klynge C;5218;Indre By/Østerbro Klynge C;1031578;1017080233;;36221@buf.kk.dk;;;Upsalagade 19;Upsalagade;2100;København Ø;19;1;;Upsalagade 19, 2100 København Ø;1.257.796;556.919.826;6177601.67;724867.78;7860;København;101;;Øster Farimagsgades Skole;City-Østerbro;;København Ø;Indre by;62;Børnehospitalets;2;Indre By;d4ffcc5f-07a3-453f-8b62-62aa4983eea3;Klynge;;JA;No;JA;L3568;U730;841200;https://kkorg.kk.dk/tree-unit/5ba3c71d76989e0e08005083;172;MULTIPOINT ((12.577960037988005 55.69198262061033))
kkorg_enheder_offentlig.173;853;2215;Rosenborg Frihavns Børnehave;BUF;Område Indre By/Østerbro;Børnehaver;Selvejende;Indre By-Østerbro;35575;35575;;10382513;10382513;;355759999;Indre By/Østerbro Netværk 5;1025751;1003100380;35422032;35575@buf.kk.dk;;https://rosenborgfrihavn-kk.aula.dk/;Rosenvængets Allé 28;Rosenvængets Allé;2100;København Ø;28;;;Rosenvængets Allé 28, 2100 København Ø;125.825.277;556.993.737;6178438.48;725112.2;5948;København;101;;Sortedamskolen;City-Østerbro;;København Ø;Østerbro;68;Sorøgades;3;Østerbro;0a1c4b56-d6f3-4042-bc0a-d70556ec8047;Borgerhenvendelse, Børnehave, Daginstitution;;JA;No;JA;L3327;U651;889130;https://kkorg.kk.dk/tree-unit/5ba3c71c76989e0e08004ea9;173;MULTIPOINT ((12.582527651939122 55.69937373826538))
kkorg_enheder_offentlig.174;136;5395;Brønshøj/Vanløse Klynge 3;BUF;Område Brønshøj/Vanløse;;Selvejende;Brønshøj-Vanløse;34401;34401;5,79E+12;31058031;31058031;;5395;Brønshøj/Vanløse Klynge 3;1031958;9999999996;35302180;34401@buf.kk.dk;;;Randbølvej 67;Randbølvej;2720;Vanløse;67;;;Randbølvej 67, 2720 Vanløse;12.496.078;556.928.011;6177430.07;719719.42;5712;København;101;;Katrinedals Skole;Brønshøj-Husum-Vanløse;;Vanløse;Vanløse;249;Bangsbos;8;Vanløse;376dc506-9ea7-4929-ac5f-32a6ff7e9f12;Klynge;;JA;No;JA;L71;U928;;https://kkorg.kk.dk/tree-unit/5ba3c72076989e1360003d87;174;MULTIPOINT ((12.49607799985743 55.69280109159506))
kkorg_enheder_offentlig.175;371;2157;Børnehuset Badutski;BUF;Område Valby/Vesterbro/Kgs. Enghave;Aldersintegrerede institutioner;Kommunal;Valby-Vesterbro-Kgs. Enghave;37362;37362;5,79801E+12;64942212;82601015;;373623620;Valby/Vesterbro/Kgs. Enghave Klynge D;750216;1003254180;26894902;37362@buf.kk.dk;;https://boernehusetBadutski-kk.aula.dk/;Matthæusgade 3;Matthæusgade;1666;København V;3;;;Matthæusgade 3, 1666 København V;12.551.851;55.669.786;6175048.71;723354.2;4684;København;101;;Oehlenschlægersgades Skole;Valby-Vesterbro-Kgs. Enghave;;København V;Vesterbro-Kongens Enghave;172;Absalons;5;Vesterbro;7d0109f9-8329-4bba-89f2-84b6b32f2a1f;Aldersintegreret institution, Børnehave, Daginstitution, Vuggestue;;NEJ;No;JA;L2137;U280;889150;https://kkorg.kk.dk/tree-unit/5ba3c71576989e13ec002dc7;175;MULTIPOINT ((12.55185100553177 55.66978606512594))
kkorg_enheder_offentlig.176;72;2230;Villa Rose;BUF;Område Indre By/Østerbro;Vuggestuer;Kommunal;Indre By-Østerbro;37279;37279;5,79801E+12;64942212;82601015;;372792790;Indre By/Østerbro Klynge E;750124;1003255023;33662313;37279@buf.kk.dk;;https://villarose-kk.aula.dk/;Rosenvængets Sideallé 6;Rosenvængets Sideallé;2100;København Ø;6;;;Rosenvængets Sideallé 6, 2100 København Ø;125.828.483;557.000.855;6178518.69;725128.24;5956;København;101;;Heibergskolen;City-Østerbro;;København Ø;Østerbro;69;Rosenvængets;3;Østerbro;6e278752-4155-40e5-aa3d-ac7a18a4b852;Borgerhenvendelse, Daginstitution, Vuggestue;;JA;No;JA;L1109;U687;889120;https://kkorg.kk.dk/tree-unit/5ba3c71c76989e0e08004f81;176;MULTIPOINT ((12.58284827899536 55.70008558006163))
kkorg_enheder_offentlig.177;440;2318;KKU Sekretariatet;BUF;Fagligt Center;Ungdoms- og efterskoler;Kommunal;Forvaltning - område/kontor;31400;31400;5,79801E+12;64942212;82601015;;314004000;KKU;805863;1018673068;82562601;ungdomsskolen@kk.dk;;http://www.ungdomsskolen.kk.dk;Hovmestervej 30;Hovmestervej;2400;København NV;30;;;Hovmestervej 30, 2400 København NV;125.313.679;557.103.599;6179495.31;721836.72;3060;København;101;;Tagensbo Skole;Bispebjerg;;København NV;Bispebjerg;300;Tingskrivervejs;10;Bispebjerg;9afee6c9-b276-46b5-91e2-8bc26a57e24f;Offentlig administration, Ungdomsskole;;NEJ;No;JA;L2743;U574;853110;https://kkorg.kk.dk/tree-unit/5ba3c71a76989e06380004fb;177;MULTIPOINT ((12.531367865584652 55.7103599299253))
kkorg_enheder_offentlig.178;1629;4560;Botilbuddet på Granvej;SOF;Borgercenter Voksne;Plejehjem;Kommunal;;64762;64762;5,79801E+12;64942212;55072817;;647624762;BCV Center Nord-Vest;1023445;1003256870;33663366;;;;Granvej 14;Granvej;2880;Bagsværd;14;;;;;;;;226;Gladsaxe;159;;;;;;;;;;;a8dbccf1-983c-4c9f-bba0-46ad6d0692a1;Tilbud;;JA;No;JA;L2859;U3331;871010;https://kkorg.kk.dk/tree-unit/5ba3c74876989e1524000259;178;
kkorg_enheder_offentlig.179;271;1877;Røde Rose 2;BUF;Område Nørrebro/Bispebjerg;Børnehaver;Selvejende;Nørrebro-Bispebjerg;35505;35505;5,79801E+12;48874819;48874819;;355059999;Nørrebro/Bispebjerg Netværk 2;1025692;1026586174;26881420;35505@buf.kk.dk;;https://roederose2-kk.aula.dk/;Heimdalsgade 44;Heimdalsgade;2200;København N;44;;;Heimdalsgade 44, 2200 København N;125.459.153;557.029.108;6178713.53;722792.56;2744;København;101;;Rådmandsgades Skole;Nørrebro;;København N;Nørrebro;156;Kingos Kirkes;4;Nørrebro;b5f79ba2-13e1-41e6-88c1-c96c98eca88f;Daginstitution, Opsamlingsadresse;;NEJ;No;JA;L1352;U380;889130;https://kkorg.kk.dk/tree-unit/5ba3c71776989e13ec00301f;179;MULTIPOINT ((12.5459152950373 55.70291078581431))
kkorg_enheder_offentlig.180;1195;2354;Vanløse Kulturhus;KFF;Center for Kultur- og Fritidsaktiviteter;Drift af teater- og koncertsale, kulturhuse mv.;Kommunal;;51305;51305;5,79801E+12;64942212;21318809;;513051640;KFF Kultur V;853932;1002899349;;kulturstationen@kk.dk;;https://kulturogfritidv.kk.dk/kulturstationen-vanloese;Jernbane Allé 38;Jernbane Allé;2720;Vanløse;38;;;Jernbane Allé 38, 2720 Vanløse;124.913.089;556.865.221;6176716.64;719455.02;3400;København;101;;Damhusengens Skole;Brønshøj-Husum-Vanløse;;Vanløse;Vanløse;245;Bogholdergårdens;8;Vanløse;16cec0c5-1134-4987-b459-3aa3d39932b0;Kulturhus;;JA;No;JA;L111;U1279;900400;https://kkorg.kk.dk/tree-unit/5ba3c72676989e11b8004f91;180;MULTIPOINT ((12.491308875266148 55.686522142317756))
kkorg_enheder_offentlig.181;652;1086;Plejecentret Bonderupgård;SUF;Sundhed og Ældre - Kbh Syd;Plejehjem;Selvejende;Syd;22107;22107;5,79801E+12;27786243;27786243;;221070001;Syd 2;750991;1010841069;82325300;bonderupgaard@suf.kk.dk;;https://www.boligertilaeldre.kk.dk/bonderupgaard;Randbølvej 59;Randbølvej;2720;Vanløse;59;;;Randbølvej 59, 2720 Vanløse;124.968.073;556.920.673;6177350.78;719769.35;5712;København;101;;Katrinedals Skole;Brønshøj-Husum-Vanløse;;Vanløse;Vanløse;249;Bangsbos;8;Vanløse;3bf6205e-98fd-4375-aa97-ed18f9e97a1f;Demenscenter, Plejebolig;;JA;No;JA;L868;U1997;871010;https://kkorg.kk.dk/tree-unit/5ba3c73276989e0278005e35;181;MULTIPOINT ((12.496807255957304 55.69206736563712))
kkorg_enheder_offentlig.182;334;2085;Lærkereden;BUF;Område Brønshøj/Vanløse;Aldersintegrerede institutioner;Kommunal;Brønshøj-Vanløse;37490;37490;5,79801E+12;64942212;82601015;;374904900;Brønshøj/Vanløse Klynge B;750951;1003632085;38792344;37490@buf.kk.dk;;https://laerkereden-kk.aula.dk;Fuglsang Allé 97;Fuglsang Allé;2700;Brønshøj;97;;;Fuglsang Allé 97, 2700 Brønshøj;124.966.843;556.977.219;6177979.27;719729.88;2020;København;101;;Kirkebjerg Skole;Brønshøj-Husum-Vanløse;;Brønshøj;Vanløse;273;Markskellets;8;Vanløse;8e00d089-457a-4c8d-94fc-21ad75028bcb;Aldersintegreret institution, Borgerhenvendelse, Børnehave, Daginstitution, Vuggestue;;JA;No;JA;L2658;U924;889150;https://kkorg.kk.dk/tree-unit/5ba3c72076989e1360003d6f;182;MULTIPOINT ((12.496684253525887 55.69772194278034))
kkorg_enheder_offentlig.183;280;2158;Stubmøllen;BUF;Område Valby/Vesterbro/Kgs. Enghave;Vuggestuer;Kommunal;Valby-Vesterbro-Kgs. Enghave;37372;37372;5,79801E+12;64942212;82601015;;373723720;Valby/Vesterbro/Kgs. Enghave Klynge F;750223;1022248797;36176202;37372@buf.kk.dk;;https://stubmoellen-kk.aula.dk;Grønrisvej 11;Grønrisvej;2450;København SV;11;;;Grønrisvej 11, 2450 København SV;125.223.659;556.487.792;6172617.84;721619.66;2368;København;101;;Ellebjerg Skole;Valby-Vesterbro-Kgs. Enghave;;København SV;Vesterbro-Kongens Enghave;200;Stubmøllens;6;Kongens Enghave;3565c5e4-2663-4f6c-9839-872d63ae643e;Aldersintegreret institution, Daginstitution, Vuggestue;;NEJ;No;JA;L3608;U189;889120;https://kkorg.kk.dk/tree-unit/5ba3c71476989e11dc0045f5;183;MULTIPOINT ((12.52236591978779 55.64877920607946))
kkorg_enheder_offentlig.184;1675;2864;Specialklyngen;BUF;Område Indre By/Østerbro;Administration af sundhedsvæsen, undervisning, kultur og sociale forhold undtagen social sikring;Kommunal;Indre By-Østerbro;36301;36301;5,79801E+12;64942212;82601015;;369600696;Specialklyngen;880402;1017051918;33663366;36301@buf.kk.dk;;https://specialklyngen-kk.aula.dk/;Rymarksvej 5;Rymarksvej;2900;Hellerup;5;;;Rymarksvej 5, 2900 Hellerup;12.563.518;557.257.038;6181305.15;723767.6;6048;København;101;;Lundehusskolen;City-Østerbro;;Hellerup;Østerbro;103;Ingeniørkasernens;3;Østerbro;1c7417e9-2d90-4323-8d99-916ee3232d7e;Klynge;;JA;No;JA;L1714;U598;841200;https://kkorg.kk.dk/tree-unit/5ba3c71b76989e063800058b;184;MULTIPOINT ((12.563518000405294 55.725703787575625))
kkorg_enheder_offentlig.185;90;3867;Amager Strandpark;KFF;Center for Kultur- og Fritidsaktiviteter;Andre forlystelser og fritidsaktiviteter;Kommunal;;52114;52100;5,79801E+12;64942212;21318809;;521145010;KFF Ejendomsd og S;870157;1020440585;;;;https://svoemkbh.kk.dk/amager-strandpark;Øresundsstien 5;Øresundsstien;2300;København S;5;;;Øresundsstien 5, 2300 København S;126.385.137;556.629.807;6174574.51;728840.99;8546;København;101;;Lergravsparkens Skole;Amager;;København S;Amager Øst;376;Milanos;11;Amager Øst;0f9b7ea3-4099-4cd1-b8dd-0d69e8e6a0ba;Badeanstalt;;JA;No;JA;L2506;U1368;932990;https://kkorg.kk.dk/tree-unit/5ba3c72776989e11b80051a7;185;MULTIPOINT ((12.638513700331258 55.66298068955258))
kkorg_enheder_offentlig.186;1279;3646;Ungdomsskolen Hovmestervej;BUF;Fagligt Center;Ungdoms- og efterskoler;Kommunal;Forvaltning - område/kontor;31407;31407;5,79801E+12;64942212;82601015;;314074070;KKU;1014585;1018673068;38878309;ungdomsskolen@kk.dk;;https://8-9klasse.aula.dk/;Hovmestervej 30;Hovmestervej;2400;København NV;30;;;Hovmestervej 30, 2400 København NV;125.313.679;557.103.599;6179495.31;721836.72;3060;København;101;;Tagensbo Skole;Bispebjerg;;København NV;Bispebjerg;300;Tingskrivervejs;10;Bispebjerg;0f77ff58-1707-4fd1-a385-d2347b2fd0fb;Borgerhenvendelse, Ungdomsskole;;JA;No;JA;L3113;U561;853110;https://kkorg.kk.dk/tree-unit/5ba3c71a76989e06380004ad;186;MULTIPOINT ((12.531367865584652 55.7103599299253))
kkorg_enheder_offentlig.187;763;4579;Flerbørnsdagpleje;BUF;Administrativt Ressourcecenter;Dagplejemødre;Kommunal;Forvaltning - niv. 3 enhed under fagkontor;37105;37105;5,79801E+12;64942212;82601015;;371051051;;817975;1024670291;30603654;;;;Frederikssundsvej 226;Frederikssundsvej;2700;Brønshøj;226;st;;Frederikssundsvej 226, 2700 Brønshøj;124.858.333;557.077.084;6179055.58;718992.43;1964;København;101;;Brønshøj Skole;Brønshøj-Husum-Vanløse;;Brønshøj;Brønshøj-Husum;261;Ærtevejs;9;Brønshøj-Husum ;a085c2be-0590-4a0e-8340-d6a142b9ec79;Borgerhenvendelse, Dagpleje, Flerbørnsdagpleje;;NEJ;No;JA;L4897;U829;889110;https://kkorg.kk.dk/tree-unit/5ba3c71e76989e0e080052d5;187;MULTIPOINT ((12.485833339146078 55.707708392412556))
kkorg_enheder_offentlig.188;1416;417;Captum Kraftværket;SOF;Borgercenter Handicap;Revalideringsinstitutioner;Kommunal;Bispebjerg;64291;64291;5,79801E+12;64942212;55072817;;641701700;BCH CSB;750778;1027936365;33663366;;;;Vordingborggade 15;Vordingborggade;2100;København Ø;15;;;Vordingborggade 15, 2100 København Ø;125.803.712;557.080.728;6179398.93;724926.75;8452;København;101;;Vibenshus Skole;City-Østerbro;;København Ø;Østerbro;84;Bogensegades;3;Østerbro;858c5bec-97f6-4205-9c9c-7ae5cd88ee6a;Handicaptilbud;;JA;No;JA;L855;U2922;881030;https://kkorg.kk.dk/tree-unit/5ba3c74176989e12c8001003;188;MULTIPOINT ((12.580371208973418 55.708072848281034))
kkorg_enheder_offentlig.189;239;1735;Emdrup Børnehave Firbenet;BUF;Område Nørrebro/Bispebjerg;Fritids- og ungdomsklubber;Selvejende;Nørrebro-Bispebjerg;35430;35430;;37829684;37829684;;354309999;Nørrebro/Bispebjerg Klynge 4;1025688;1021581107;24912716;35430@buf.kk.dk;;http://www.nbs4.dk/;Tuborgvej 185;Tuborgvej;2400;København NV;185;;;Tuborgvej 185, 2400 København NV;125.405.882;55.717.883;6180361.55;722372.89;7684;København;101;;Tagensbo Skole;Bispebjerg;;København NV;Bispebjerg;313;Lersøparkens;10;Bispebjerg;2d247be0-0784-45eb-b167-039cf9607a15;Daginstitution, Opsamlingsadresse;;NEJ;No;JA;L4690;U439;889160;https://kkorg.kk.dk/tree-unit/5ba3c71876989e13ec003181;189;MULTIPOINT ((12.540588225325198 55.71788307490917))
kkorg_enheder_offentlig.190;616;1865;Røde Rose I;BUF;Område Indre By/Østerbro;Vuggestuer;Selvejende;Indre By-Østerbro;35245;35245;;33160119;82601015;;352459999;Tværgående netværk 3/Det Kollektive Partnerskab;1025759;1003039323;35830072;35245@buf.kk.dk;;https://roederose1-kk.aula.dk/;Jagtvej 141;Jagtvej;2200;København N;141;1;;Jagtvej 141, 2200 København N;125.535.447;556.987.548;6178275.89;723295.41;3332;København;101;;Rådmandsgades Skole;Nørrebro;;København N;Nørrebro;150;Rådmands;4;Nørrebro;b80c8117-afb2-4561-a631-80a01f19fe6f;Borgerhenvendelse, Daginstitution, Vuggestue;;JA;No;JA;L2451;U701;889120;https://kkorg.kk.dk/tree-unit/5ba3c71c76989e0e08004fd5;190;MULTIPOINT ((12.553544725491209 55.69875486831897))
kkorg_enheder_offentlig.191;1127;1861;Rådmandsgades Skole;BUF;Område Nørrebro/Bispebjerg;Folkeskoler o.lign.;Kommunal;Nørrebro-Bispebjerg;31076;31076;5,79801E+12;64942212;82601015;;310760000;;800320;1022877425;33664020;raadmandsgadesskole@kk.dk;;https://rmg.aula.dk;Heimdalsgade 29;Heimdalsgade;2200;København N;29;;;Heimdalsgade 29, 2200 København N;125.433.905;557.018.332;6178585.58;722640.13;2744;København;101;;Rådmandsgades Skole;Nørrebro;;København N;Nørrebro;157;Heimdals;4;Nørrebro;008489cb-b18a-45a4-ad78-c6c1a3f40209;Distriktsskole;;NEJ;No;JA;L1079;U401;852010;https://kkorg.kk.dk/tree-unit/5ba3c71776989e13ec00309d;191;MULTIPOINT ((12.543390508657554 55.70183326320249))
kkorg_enheder_offentlig.192;1036;1974;Børnekompasset;BUF;Område Valby/Vesterbro/Kgs. Enghave;Aldersintegrerede institutioner;Kommunal;Valby-Vesterbro-Kgs. Enghave;37487;37487;5,79801E+12;64942212;82601015;;374874870;Valby/Vesterbro/Kgs. Enghave Klynge B;751249;1003632061;36461233;37487@buf.kk.dk;;https://boernekompasset-kk.aula.dk;Carl Th. Dreyers Vej 192;Carl Th. Dreyers Vej;2500;Valby;192;;;Carl Th. Dreyers Vej 192, 2500 Valby;124.999.876;556.687.995;6174773.12;720099.86;1082;København;101;;Ålholm Skole;Valby-Vesterbro-Kgs. Enghave;;Valby;Valby;215;Skellets;7;Valby;a535cfef-6253-484e-a80e-113cbd0e8951;Aldersintegreret institution, Borgerhenvendelse, Daginstitution, Vuggestue;;JA;No;JA;L1526;U242;889150;https://kkorg.kk.dk/tree-unit/5ba3c71576989e11dc004733;192;MULTIPOINT ((12.499987628045577 55.668799544315796))
kkorg_enheder_offentlig.193;1040;2200;Børnehuset Kilden;BUF;Område Indre By/Østerbro;Aldersintegrerede institutioner;Selvejende;Indre By-Østerbro;35425;35425;;53333117;82601015;;354259999;Indre By/Østerbro Netværk 5;1025506;1003101107;82563590;35425@buf.kk.dk;;https://kilden-kk.aula.dk;Borgervænget 9A;Borgervænget;2100;København Ø;9A;;;Borgervænget 9A, 2100 København Ø;125.653.042;557.150.774;6180129.13;723940.55;720;København;101;;Kildevældsskolen;City-Østerbro;;København Ø;Østerbro;99;Bellmans;3;Østerbro;59902658-5e2b-4c4c-ade3-377edf13f17a;Aldersintegreret institution, Borgerhenvendelse, Børnehave, Daginstitution, Vuggestue;;JA;No;JA;L193;U644;889150;https://kkorg.kk.dk/tree-unit/5ba3c71b76989e063800069f;193;MULTIPOINT ((12.565304150950654 55.71507745272879))
kkorg_enheder_offentlig.194;506;5249;Fritidsinstitutionen ved Heibergskolen/Borgen;BUF;Område Indre By/Østerbro;;Kommunal;Indre By-Østerbro;37814;37814;5,79801E+12;64942212;82601015;Fritidsinstitutionen ved Heibergskolen;5249;;1031615;9999999996;33669483;37814@buf.kk.dk;;https://heibergskolen.aula.dk;Gammel Kalkbrænderi Vej 9;Gammel Kalkbrænderi Vej;2100;København Ø;9;;;Gammel Kalkbrænderi Vej 9, 2100 København Ø;125.827.657;557.041.108;6178966.08;725099.9;2092;København;101;;Randersgades Skole;City-Østerbro;;København Ø;Østerbro;78;Nøjsomheds;3;Østerbro;fb2fcbef-9029-4a59-8efb-0a288de30236;Fritidsinstitution, KKFO;;NEJ;No;JA;L3239;U727;;https://kkorg.kk.dk/tree-unit/5ba3c71d76989e0e08005071;194;MULTIPOINT ((12.582765728583333 55.7041108341681))
